event_id,true_type,predicted_type,confidence,correct
252,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
253,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
254,FLASH_FLOOD,FLASH_FLOOD,0.9916,1
255,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9979,1
256,TORNADO,TORNADO,0.9887,1
257,FLASH_FLOOD,FLASH_FLOOD,0.9946,1
258,FLASH_FLOOD,FLASH_FLOOD,0.9763,1
259,WINTER_STORM,WINTER_STORM,0.9789,1
260,WINTER_STORM,WINTER_STORM,0.9953,1
261,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
262,WINTER_STORM,WINTER_STORM,0.9728,1
263,HURRICANE,HURRICANE,0.9991,1
264,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9981,1
265,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9949,1
266,FLASH_FLOOD,FLASH_FLOOD,0.9757,1
267,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
268,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9092,1
269,WINTER_STORM,WINTER_STORM,0.9869,1
270,HURRICANE,HURRICANE,0.9915,1
271,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9981,1
272,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9952,1
273,FLASH_FLOOD,FLASH_FLOOD,0.9907,1
274,TORNADO,TORNADO,0.9989,1
275,TORNADO,TORNADO,0.9775,1
276,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
277,SEVERE_THUNDERSTORM,TORNADO,0.9856,0
278,FLASH_FLOOD,WINTER_STORM,0.5497,0
279,WINTER_STORM,WINTER_STORM,0.9883,1
280,TORNADO,TORNADO,0.9958,1
281,HURRICANE,HURRICANE,0.9987,1
282,WILDFIRE,WILDFIRE,0.9993,1
283,FLASH_FLOOD,FLASH_FLOOD,0.9919,1
284,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
285,WINTER_STORM,WINTER_STORM,0.9962,1
286,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
287,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9973,1
288,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9975,1
289,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
290,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
291,HURRICANE,HURRICANE,0.9993,1
292,TORNADO,TORNADO,0.9981,1
293,HURRICANE,HURRICANE,0.9991,1
294,TORNADO,TORNADO,0.985,1
295,TORNADO,TORNADO,0.9957,1
296,FLASH_FLOOD,FLASH_FLOOD,0.9918,1
297,FLASH_FLOOD,FLASH_FLOOD,0.956,1
298,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9977,1
299,FLASH_FLOOD,FLASH_FLOOD,0.9982,1
300,TORNADO,TORNADO,0.9824,1
301,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.6433,0
302,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
303,WILDFIRE,WILDFIRE,0.9992,1
304,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
305,HURRICANE,HURRICANE,0.9992,1
306,TORNADO,TORNADO,0.9931,1
307,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9836,1
308,TORNADO,TORNADO,0.9937,1
309,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
310,FLASH_FLOOD,FLASH_FLOOD,0.9932,1
311,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9728,1
312,TORNADO,TORNADO,0.9781,1
313,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9929,1
314,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9985,1
315,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9979,1
316,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.7824,1
317,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
318,HURRICANE,HURRICANE,0.999,1
319,HURRICANE,HURRICANE,0.9976,1
320,TORNADO,TORNADO,0.9923,1
321,HURRICANE,HURRICANE,0.9992,1
322,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
323,FLASH_FLOOD,FLASH_FLOOD,0.9945,1
324,SEVERE_THUNDERSTORM,FLASH_FLOOD,0.9452,0
325,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9979,1
326,WINTER_STORM,WINTER_STORM,0.9985,1
327,HURRICANE,HURRICANE,0.9986,1
328,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
329,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9635,1
330,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9972,1
331,WINTER_STORM,WINTER_STORM,0.95,1
332,TORNADO,TORNADO,0.9907,1
333,FLASH_FLOOD,FLASH_FLOOD,0.9707,1
334,FLASH_FLOOD,FLASH_FLOOD,0.9967,1
335,TORNADO,TORNADO,0.9789,1
336,TORNADO,TORNADO,0.9693,1
337,HURRICANE,HURRICANE,0.9991,1
338,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9922,1
339,HURRICANE,HURRICANE,0.999,1
340,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9955,1
341,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
342,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
343,FLASH_FLOOD,FLASH_FLOOD,0.9965,1
344,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9481,1
345,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
346,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9967,1
347,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
348,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
349,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.8666,1
350,WINTER_STORM,WINTER_STORM,0.9751,1
351,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9994,1
352,FLASH_FLOOD,FLASH_FLOOD,0.9842,1
353,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.99,1
354,FLASH_FLOOD,FLASH_FLOOD,0.9973,1
355,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
356,TORNADO,TORNADO,0.9984,1
357,HURRICANE,HURRICANE,0.9992,1
358,HURRICANE,HURRICANE,0.9983,1
359,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9142,1
360,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
361,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9983,1
362,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9935,1
363,FLASH_FLOOD,FLASH_FLOOD,0.8489,1
364,TORNADO,TORNADO,0.9982,1
365,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9635,1
366,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
367,HURRICANE,HURRICANE,0.9938,1
368,FLASH_FLOOD,SEVERE_THUNDERSTORM,0.6994,0
369,TORNADO,TORNADO,0.9933,1
370,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
371,HURRICANE,HURRICANE,0.9992,1
372,FLASH_FLOOD,FLASH_FLOOD,0.9939,1
373,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9984,1
374,TORNADO,TORNADO,0.997,1
375,HURRICANE,HURRICANE,0.9993,1
376,HURRICANE,HURRICANE,0.9992,1
377,FLASH_FLOOD,FLASH_FLOOD,0.9922,1
378,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.997,1
379,FLASH_FLOOD,FLASH_FLOOD,0.9944,1
380,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9989,1
381,SEVERE_THUNDERSTORM,TORNADO,0.9828,0
382,HURRICANE,HURRICANE,0.9966,1
383,WINTER_STORM,WINTER_STORM,0.9699,1
384,FLASH_FLOOD,FLASH_FLOOD,0.9932,1
385,SEVERE_THUNDERSTORM,TORNADO,0.5886,0
386,HURRICANE,HURRICANE,0.9992,1
387,FLASH_FLOOD,FLASH_FLOOD,0.9616,1
388,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9981,1
389,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9981,1
390,TORNADO,TORNADO,0.9858,1
391,WILDFIRE,WILDFIRE,0.9983,1
392,FLASH_FLOOD,FLASH_FLOOD,0.9954,1
393,TORNADO,TORNADO,0.9939,1
394,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
395,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9878,1
396,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
397,TORNADO,TORNADO,0.9988,1
398,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9981,1
399,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.8149,1
400,TORNADO,TORNADO,0.9985,1
401,FLASH_FLOOD,FLASH_FLOOD,0.9825,1
402,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9992,1
403,FLASH_FLOOD,FLASH_FLOOD,0.9971,1
404,FLASH_FLOOD,FLASH_FLOOD,0.9776,1
405,FLASH_FLOOD,FLASH_FLOOD,0.9915,1
406,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9727,1
407,TORNADO,TORNADO,0.9944,1
408,HURRICANE,HURRICANE,0.9992,1
409,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9946,1
410,TORNADO,TORNADO,0.999,1
411,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9993,1
412,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9879,1
413,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9986,1
414,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9982,1
415,HURRICANE,HURRICANE,0.9951,1
416,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9953,1
417,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.998,1
418,TORNADO,TORNADO,0.9695,1
419,HURRICANE,HURRICANE,0.9992,1
420,FLASH_FLOOD,FLASH_FLOOD,0.9958,1
421,TORNADO,TORNADO,0.9196,1
422,SEVERE_THUNDERSTORM,TORNADO,0.9946,0
423,FLASH_FLOOD,FLASH_FLOOD,0.9935,1
424,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9966,1
425,HURRICANE,HURRICANE,0.9992,1
426,HURRICANE,HURRICANE,0.9993,1
427,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.999,1
428,TORNADO,TORNADO,0.9916,1
429,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9988,1
430,FLASH_FLOOD,FLASH_FLOOD,0.9832,1
431,FLASH_FLOOD,FLASH_FLOOD,0.9835,1
432,FLASH_FLOOD,FLASH_FLOOD,0.974,1
433,FLASH_FLOOD,FLASH_FLOOD,0.9845,1
434,TORNADO,TORNADO,0.9981,1
435,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.997,1
436,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.997,1
437,HURRICANE,HURRICANE,0.9981,1
438,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.7963,1
439,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9942,1
440,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.994,1
441,WINTER_STORM,WINTER_STORM,0.9858,1
442,TORNADO,TORNADO,0.998,1
443,TORNADO,TORNADO,0.9627,1
444,SEVERE_THUNDERSTORM,SEVERE_THUNDERSTORM,0.9991,1
